id_oportunidade,valor_proposta,tempo_negociacao,produto,setor_cliente,tamanho_cliente,num_reunioes,conversa_inicial,conversa_final,status_final
OPP_0366,48098.34,60,Infraestrutura,Serviços,Pequeno,8,Cliente demonstrou interesse e pediu proposta detalhada.,Cliente não respondeu após a proposta inicial.,0
OPP_0367,45362.18,63,ERP,Indústria,Pequeno,5,Cliente demonstrou interesse e pediu proposta detalhada.,Cliente satisfeito com o atendimento e condições comerciais.,1
OPP_0368,10593.77,86,Analytics,Varejo,Grande,4,Cliente considerou o preço alto e desistiu.,"Conversas fluíram bem, cliente entusiasmado com o produto.",0
OPP_0369,4398.7,2,Infraestrutura,Indústria,Pequeno,6,Cliente não respondeu após a proposta inicial.,Cliente demonstrou interesse e pediu proposta detalhada.,1
OPP_0370,5938.12,88,CRM,Educação,Médio,5,Cliente não respondeu após a proposta inicial.,Cliente demonstrou interesse e pediu proposta detalhada.,1
OPP_0371,1892.87,72,CRM,Varejo,Pequeno,7,Cliente demonstrou interesse e pediu proposta detalhada.,Cliente demonstrou interesse e pediu proposta detalhada.,1
OPP_0372,5627.71,11,Infraestrutura,Indústria,Médio,7,Cliente considerou o preço alto e desistiu.,"Após a demonstração, o cliente confirmou intenção de compra.",1
OPP_0373,34467.33,64,Infraestrutura,Saúde,Médio,4,Cliente considerou o preço alto e desistiu.,"Conversas fluíram bem, cliente entusiasmado com o produto.",0
OPP_0374,4488.24,77,ERP,Saúde,Médio,5,Cliente não respondeu após a proposta inicial.,Cliente demonstrou interesse e pediu proposta detalhada.,1
OPP_0375,16629.81,81,Infraestrutura,Educação,Médio,3,Cliente não respondeu após a proposta inicial.,Não houve retorno após múltiplos contatos.,0
OPP_0376,42398.89,72,ERP,Varejo,Médio,4,Cliente considerou o preço alto e desistiu.,Cliente satisfeito com o atendimento e condições comerciais.,1
OPP_0377,2140.32,21,Analytics,Varejo,Pequeno,4,Não houve retorno após múltiplos contatos.,Cliente não respondeu após a proposta inicial.,0
OPP_0378,40908.96,18,ERP,Varejo,Médio,3,Cliente considerou o preço alto e desistiu.,Cliente mencionou optar por concorrente.,0
OPP_0379,14810.88,64,Infraestrutura,Educação,Pequeno,5,"Após a demonstração, o cliente confirmou intenção de compra.",Cliente mencionou optar por concorrente.,0
OPP_0380,6790.08,82,Infraestrutura,Varejo,Médio,5,Cliente considerou o preço alto e desistiu.,Cliente não respondeu após a proposta inicial.,0
OPP_0381,35140.12,38,Analytics,Saúde,Grande,7,Cliente mencionou optar por concorrente.,Cliente não respondeu após a proposta inicial.,0
OPP_0382,31818.2,32,Infraestrutura,Indústria,Médio,4,Cliente satisfeito com o atendimento e condições comerciais.,Não houve retorno após múltiplos contatos.,0
OPP_0383,43996.13,11,Infraestrutura,Saúde,Grande,4,Não houve retorno após múltiplos contatos.,Não houve retorno após múltiplos contatos.,0
OPP_0384,37018.48,45,CRM,Saúde,Médio,9,Cliente considerou o preço alto e desistiu.,Cliente considerou o preço alto e desistiu.,0
OPP_0385,40370.57,89,CRM,Indústria,Médio,6,"Após a demonstração, o cliente confirmou intenção de compra.",Não houve retorno após múltiplos contatos.,0
OPP_0386,14819.69,33,Analytics,Saúde,Médio,4,"Após a demonstração, o cliente confirmou intenção de compra.","Conversas fluíram bem, cliente entusiasmado com o produto.",0
OPP_0387,9694.54,41,ERP,Educação,Grande,2,Cliente não respondeu após a proposta inicial.,Não houve retorno após múltiplos contatos.,0
OPP_0388,37780.12,8,CRM,Indústria,Grande,6,"Após a demonstração, o cliente confirmou intenção de compra.",Cliente demonstrou interesse e pediu proposta detalhada.,1
OPP_0389,40534.9,11,ERP,Saúde,Médio,2,Não houve retorno após múltiplos contatos.,Cliente não respondeu após a proposta inicial.,0
OPP_0390,49534.75,86,Infraestrutura,Serviços,Pequeno,5,Cliente satisfeito com o atendimento e condições comerciais.,Cliente considerou o preço alto e desistiu.,0
OPP_0391,21218.27,51,CRM,Saúde,Médio,6,Cliente demonstrou interesse e pediu proposta detalhada.,Cliente considerou o preço alto e desistiu.,0
OPP_0392,19228.89,88,Analytics,Educação,Grande,4,Cliente satisfeito com o atendimento e condições comerciais.,Cliente não respondeu após a proposta inicial.,0
OPP_0393,39044.24,41,Analytics,Varejo,Médio,3,Cliente não respondeu após a proposta inicial.,Cliente demonstrou interesse e pediu proposta detalhada.,1
OPP_0394,17699.37,17,Analytics,Saúde,Grande,7,Não houve retorno após múltiplos contatos.,Cliente não respondeu após a proposta inicial.,0
OPP_0395,46607.11,76,CRM,Varejo,Grande,2,Cliente não respondeu após a proposta inicial.,"Conversas fluíram bem, cliente entusiasmado com o produto.",0
OPP_0396,43062.22,46,ERP,Serviços,Grande,6,Cliente mencionou optar por concorrente.,Cliente mencionou optar por concorrente.,0
OPP_0397,22020.71,32,Infraestrutura,Saúde,Médio,4,"Após a demonstração, o cliente confirmou intenção de compra.",Cliente mencionou optar por concorrente.,0
OPP_0398,37792.68,79,ERP,Indústria,Grande,6,Cliente demonstrou interesse e pediu proposta detalhada.,"Após a demonstração, o cliente confirmou intenção de compra.",1
OPP_0399,37972.6,80,ERP,Varejo,Grande,4,"Após a demonstração, o cliente confirmou intenção de compra.",Cliente mencionou optar por concorrente.,0
OPP_0400,6053.07,54,Infraestrutura,Serviços,Médio,4,"Após a demonstração, o cliente confirmou intenção de compra.",Cliente considerou o preço alto e desistiu.,0
OPP_0401,45225.09,86,Infraestrutura,Indústria,Grande,4,"Conversas fluíram bem, cliente entusiasmado com o produto.",Cliente mencionou optar por concorrente.,0
OPP_0402,25757.37,20,CRM,Indústria,Médio,9,Cliente considerou o preço alto e desistiu.,Não houve retorno após múltiplos contatos.,0
OPP_0403,41496.42,33,CRM,Indústria,Grande,7,Cliente satisfeito com o atendimento e condições comerciais.,"Conversas fluíram bem, cliente entusiasmado com o produto.",0
OPP_0404,16682.43,74,CRM,Indústria,Pequeno,3,Não houve retorno após múltiplos contatos.,"Conversas fluíram bem, cliente entusiasmado com o produto.",0
OPP_0405,44880.64,40,CRM,Saúde,Pequeno,3,Cliente não respondeu após a proposta inicial.,Cliente demonstrou interesse e pediu proposta detalhada.,1
OPP_0406,20070.88,32,CRM,Saúde,Grande,6,"Conversas fluíram bem, cliente entusiasmado com o produto.",Cliente mencionou optar por concorrente.,0
OPP_0407,1531.04,2,Infraestrutura,Saúde,Pequeno,6,Cliente não respondeu após a proposta inicial.,Não houve retorno após múltiplos contatos.,0
OPP_0408,45363.72,33,ERP,Serviços,Médio,4,"Conversas fluíram bem, cliente entusiasmado com o produto.",Cliente considerou o preço alto e desistiu.,0
OPP_0409,5473.05,77,CRM,Serviços,Pequeno,9,Cliente considerou o preço alto e desistiu.,Cliente não respondeu após a proposta inicial.,0
OPP_0410,16646.37,30,CRM,Serviços,Grande,4,Cliente satisfeito com o atendimento e condições comerciais.,Cliente mencionou optar por concorrente.,0
OPP_0411,47553.04,33,ERP,Educação,Grande,9,"Após a demonstração, o cliente confirmou intenção de compra.","Após a demonstração, o cliente confirmou intenção de compra.",1
OPP_0412,47579.75,77,CRM,Serviços,Médio,4,Cliente não respondeu após a proposta inicial.,"Após a demonstração, o cliente confirmou intenção de compra.",1
OPP_0413,29098.46,26,ERP,Saúde,Grande,2,"Conversas fluíram bem, cliente entusiasmado com o produto.",Não houve retorno após múltiplos contatos.,0
OPP_0414,31960.02,22,ERP,Saúde,Médio,2,"Conversas fluíram bem, cliente entusiasmado com o produto.","Após a demonstração, o cliente confirmou intenção de compra.",1
OPP_0415,22973.83,66,Infraestrutura,Educação,Pequeno,5,"Conversas fluíram bem, cliente entusiasmado com o produto.",Cliente demonstrou interesse e pediu proposta detalhada.,1
OPP_0416,15367.33,38,Analytics,Educação,Pequeno,4,Cliente não respondeu após a proposta inicial.,Cliente satisfeito com o atendimento e condições comerciais.,1
OPP_0417,17104.56,46,Infraestrutura,Serviços,Médio,7,"Após a demonstração, o cliente confirmou intenção de compra.",Não houve retorno após múltiplos contatos.,0
OPP_0418,33953.4,15,Analytics,Varejo,Médio,5,Não houve retorno após múltiplos contatos.,Cliente considerou o preço alto e desistiu.,0
OPP_0419,37866.35,44,Analytics,Educação,Grande,6,Não houve retorno após múltiplos contatos.,"Conversas fluíram bem, cliente entusiasmado com o produto.",0
OPP_0420,39787.37,49,Analytics,Indústria,Pequeno,4,Cliente satisfeito com o atendimento e condições comerciais.,"Conversas fluíram bem, cliente entusiasmado com o produto.",0
OPP_0421,39691.29,75,CRM,Saúde,Médio,2,Cliente demonstrou interesse e pediu proposta detalhada.,Cliente mencionou optar por concorrente.,0
OPP_0422,5469.1,61,Infraestrutura,Indústria,Pequeno,9,Cliente mencionou optar por concorrente.,Cliente considerou o preço alto e desistiu.,0
OPP_0423,25226.59,67,Analytics,Saúde,Médio,7,Cliente considerou o preço alto e desistiu.,Cliente não respondeu após a proposta inicial.,0
OPP_0424,3820.38,6,ERP,Saúde,Pequeno,4,"Conversas fluíram bem, cliente entusiasmado com o produto.","Após a demonstração, o cliente confirmou intenção de compra.",1
OPP_0425,27926.92,9,CRM,Educação,Grande,3,"Após a demonstração, o cliente confirmou intenção de compra.",Cliente mencionou optar por concorrente.,0
OPP_0426,22634.99,6,Infraestrutura,Educação,Pequeno,3,Cliente satisfeito com o atendimento e condições comerciais.,"Após a demonstração, o cliente confirmou intenção de compra.",1
OPP_0427,44497.5,73,Analytics,Indústria,Pequeno,9,"Após a demonstração, o cliente confirmou intenção de compra.",Cliente satisfeito com o atendimento e condições comerciais.,1
OPP_0428,18194.84,32,ERP,Saúde,Pequeno,5,Cliente satisfeito com o atendimento e condições comerciais.,"Conversas fluíram bem, cliente entusiasmado com o produto.",0
OPP_0429,6736.28,41,Infraestrutura,Indústria,Pequeno,3,Cliente considerou o preço alto e desistiu.,Cliente não respondeu após a proposta inicial.,0
OPP_0430,8006.59,76,Infraestrutura,Varejo,Pequeno,5,Cliente satisfeito com o atendimento e condições comerciais.,"Conversas fluíram bem, cliente entusiasmado com o produto.",0
OPP_0431,38314.02,8,CRM,Indústria,Grande,2,"Conversas fluíram bem, cliente entusiasmado com o produto.",Cliente demonstrou interesse e pediu proposta detalhada.,1
OPP_0432,31292.69,72,Infraestrutura,Serviços,Médio,4,Cliente considerou o preço alto e desistiu.,Cliente satisfeito com o atendimento e condições comerciais.,1
OPP_0433,5955.01,50,CRM,Indústria,Pequeno,2,"Conversas fluíram bem, cliente entusiasmado com o produto.",Cliente satisfeito com o atendimento e condições comerciais.,1
OPP_0434,5121.23,62,Analytics,Serviços,Grande,2,Cliente mencionou optar por concorrente.,Cliente considerou o preço alto e desistiu.,0
OPP_0435,35347.49,84,CRM,Serviços,Pequeno,8,"Após a demonstração, o cliente confirmou intenção de compra.",Cliente mencionou optar por concorrente.,0
OPP_0436,4565.39,62,ERP,Serviços,Pequeno,1,Cliente considerou o preço alto e desistiu.,Cliente não respondeu após a proposta inicial.,0
OPP_0437,41271.14,7,CRM,Varejo,Médio,7,Cliente mencionou optar por concorrente.,"Após a demonstração, o cliente confirmou intenção de compra.",1
OPP_0438,35605.87,75,ERP,Indústria,Pequeno,5,Não houve retorno após múltiplos contatos.,Cliente satisfeito com o atendimento e condições comerciais.,1
OPP_0439,4986.09,84,CRM,Indústria,Grande,8,Cliente não respondeu após a proposta inicial.,Cliente mencionou optar por concorrente.,0
OPP_0440,5157.05,80,Infraestrutura,Varejo,Grande,1,Não houve retorno após múltiplos contatos.,Cliente demonstrou interesse e pediu proposta detalhada.,1
OPP_0441,49345.34,4,Analytics,Saúde,Médio,7,Cliente não respondeu após a proposta inicial.,Cliente considerou o preço alto e desistiu.,0
OPP_0442,19339.27,6,ERP,Educação,Pequeno,5,Cliente satisfeito com o atendimento e condições comerciais.,"Após a demonstração, o cliente confirmou intenção de compra.",1
OPP_0443,19161.47,58,CRM,Indústria,Grande,4,Cliente não respondeu após a proposta inicial.,Cliente mencionou optar por concorrente.,0
OPP_0444,40827.18,22,CRM,Educação,Pequeno,7,"Após a demonstração, o cliente confirmou intenção de compra.",Cliente satisfeito com o atendimento e condições comerciais.,1
OPP_0445,47415.18,26,CRM,Varejo,Pequeno,2,"Conversas fluíram bem, cliente entusiasmado com o produto.",Não houve retorno após múltiplos contatos.,0
OPP_0446,49314.05,3,Infraestrutura,Saúde,Pequeno,1,Não houve retorno após múltiplos contatos.,Cliente considerou o preço alto e desistiu.,0
OPP_0447,37915.53,41,Infraestrutura,Saúde,Médio,1,Cliente considerou o preço alto e desistiu.,"Conversas fluíram bem, cliente entusiasmado com o produto.",0
OPP_0448,19436.72,60,ERP,Saúde,Pequeno,1,"Após a demonstração, o cliente confirmou intenção de compra.","Conversas fluíram bem, cliente entusiasmado com o produto.",0
OPP_0449,5091.54,14,ERP,Varejo,Grande,5,Cliente mencionou optar por concorrente.,"Após a demonstração, o cliente confirmou intenção de compra.",1
OPP_0450,39080.2,75,Infraestrutura,Serviços,Pequeno,7,Cliente mencionou optar por concorrente.,"Após a demonstração, o cliente confirmou intenção de compra.",1
OPP_0451,28361.81,82,ERP,Serviços,Grande,2,Cliente considerou o preço alto e desistiu.,"Após a demonstração, o cliente confirmou intenção de compra.",1
OPP_0452,21786.88,12,Analytics,Educação,Pequeno,8,Cliente satisfeito com o atendimento e condições comerciais.,Não houve retorno após múltiplos contatos.,0
OPP_0453,45411.36,87,Analytics,Serviços,Grande,4,"Conversas fluíram bem, cliente entusiasmado com o produto.","Após a demonstração, o cliente confirmou intenção de compra.",1
OPP_0454,6448.68,12,Infraestrutura,Serviços,Grande,3,Cliente não respondeu após a proposta inicial.,"Após a demonstração, o cliente confirmou intenção de compra.",1
OPP_0455,25138.63,13,ERP,Saúde,Pequeno,8,"Após a demonstração, o cliente confirmou intenção de compra.","Conversas fluíram bem, cliente entusiasmado com o produto.",0
OPP_0456,1556.33,25,CRM,Saúde,Pequeno,2,Cliente não respondeu após a proposta inicial.,Cliente considerou o preço alto e desistiu.,0
OPP_0457,23964.37,45,Analytics,Educação,Grande,3,"Após a demonstração, o cliente confirmou intenção de compra.",Cliente demonstrou interesse e pediu proposta detalhada.,1
OPP_0458,3758.86,19,Infraestrutura,Indústria,Médio,3,Não houve retorno após múltiplos contatos.,Cliente mencionou optar por concorrente.,0
OPP_0459,6822.08,55,ERP,Educação,Pequeno,1,"Conversas fluíram bem, cliente entusiasmado com o produto.",Cliente mencionou optar por concorrente.,0
OPP_0460,6758.79,45,Infraestrutura,Educação,Médio,6,Cliente não respondeu após a proposta inicial.,Cliente considerou o preço alto e desistiu.,0
OPP_0461,32811.3,8,CRM,Varejo,Pequeno,2,Cliente demonstrou interesse e pediu proposta detalhada.,Cliente considerou o preço alto e desistiu.,0
OPP_0462,37556.2,53,Analytics,Varejo,Pequeno,1,"Após a demonstração, o cliente confirmou intenção de compra.",Cliente considerou o preço alto e desistiu.,0
OPP_0463,29585.07,55,Infraestrutura,Educação,Pequeno,2,Cliente demonstrou interesse e pediu proposta detalhada.,Cliente considerou o preço alto e desistiu.,0
OPP_0464,48146.45,32,Infraestrutura,Educação,Pequeno,6,Não houve retorno após múltiplos contatos.,Cliente mencionou optar por concorrente.,0
OPP_0465,19368.66,51,Infraestrutura,Educação,Médio,4,Cliente satisfeito com o atendimento e condições comerciais.,Cliente mencionou optar por concorrente.,0
OPP_0466,14999.89,44,CRM,Serviços,Pequeno,6,Cliente satisfeito com o atendimento e condições comerciais.,Cliente demonstrou interesse e pediu proposta detalhada.,1
OPP_0467,43561.36,82,Infraestrutura,Varejo,Grande,9,Cliente satisfeito com o atendimento e condições comerciais.,Cliente satisfeito com o atendimento e condições comerciais.,1
OPP_0468,11956.2,70,CRM,Educação,Grande,8,Cliente não respondeu após a proposta inicial.,Cliente mencionou optar por concorrente.,0
OPP_0469,48197.9,18,CRM,Saúde,Médio,1,Cliente considerou o preço alto e desistiu.,"Após a demonstração, o cliente confirmou intenção de compra.",1
OPP_0470,1595.57,83,CRM,Saúde,Pequeno,8,Cliente não respondeu após a proposta inicial.,Cliente satisfeito com o atendimento e condições comerciais.,1
OPP_0471,48524.06,22,Analytics,Serviços,Grande,9,Cliente satisfeito com o atendimento e condições comerciais.,Cliente não respondeu após a proposta inicial.,0
OPP_0472,3114.84,37,Analytics,Serviços,Médio,6,Não houve retorno após múltiplos contatos.,"Conversas fluíram bem, cliente entusiasmado com o produto.",0
OPP_0473,44666.01,56,Infraestrutura,Indústria,Pequeno,5,Cliente mencionou optar por concorrente.,Cliente não respondeu após a proposta inicial.,0
OPP_0474,26857.35,59,Infraestrutura,Indústria,Grande,6,Não houve retorno após múltiplos contatos.,Cliente satisfeito com o atendimento e condições comerciais.,1
OPP_0475,49655.28,3,Analytics,Indústria,Grande,6,Cliente mencionou optar por concorrente.,"Após a demonstração, o cliente confirmou intenção de compra.",1
OPP_0476,4616.03,28,ERP,Serviços,Médio,9,"Após a demonstração, o cliente confirmou intenção de compra.",Cliente mencionou optar por concorrente.,0
OPP_0477,28138.86,74,Analytics,Serviços,Pequeno,4,Cliente considerou o preço alto e desistiu.,Cliente satisfeito com o atendimento e condições comerciais.,1
OPP_0478,48495.82,35,CRM,Serviços,Pequeno,2,"Após a demonstração, o cliente confirmou intenção de compra.","Conversas fluíram bem, cliente entusiasmado com o produto.",0
OPP_0479,26631.79,61,Analytics,Saúde,Grande,9,"Após a demonstração, o cliente confirmou intenção de compra.",Cliente não respondeu após a proposta inicial.,0
OPP_0480,31840.53,54,CRM,Serviços,Grande,2,"Após a demonstração, o cliente confirmou intenção de compra.","Após a demonstração, o cliente confirmou intenção de compra.",1
OPP_0481,35091.69,63,Infraestrutura,Saúde,Grande,9,Cliente satisfeito com o atendimento e condições comerciais.,Cliente considerou o preço alto e desistiu.,0
OPP_0482,23272.51,79,ERP,Indústria,Pequeno,2,"Conversas fluíram bem, cliente entusiasmado com o produto.",Cliente demonstrou interesse e pediu proposta detalhada.,1
OPP_0483,31750.35,7,Infraestrutura,Indústria,Médio,8,"Após a demonstração, o cliente confirmou intenção de compra.",Cliente mencionou optar por concorrente.,0
OPP_0484,29631.4,76,CRM,Indústria,Médio,9,Cliente considerou o preço alto e desistiu.,Cliente mencionou optar por concorrente.,0
OPP_0485,45156.74,49,CRM,Educação,Pequeno,9,Cliente demonstrou interesse e pediu proposta detalhada.,Não houve retorno após múltiplos contatos.,0
OPP_0486,3226.87,85,CRM,Educação,Médio,9,"Após a demonstração, o cliente confirmou intenção de compra.","Conversas fluíram bem, cliente entusiasmado com o produto.",0
OPP_0487,14767.2,31,ERP,Varejo,Grande,2,Cliente mencionou optar por concorrente.,Cliente não respondeu após a proposta inicial.,0
OPP_0488,47570.16,58,Analytics,Varejo,Médio,4,Cliente não respondeu após a proposta inicial.,Cliente mencionou optar por concorrente.,0
OPP_0489,44622.93,61,Infraestrutura,Varejo,Médio,7,Cliente considerou o preço alto e desistiu.,Cliente considerou o preço alto e desistiu.,0
OPP_0490,23327.18,24,Infraestrutura,Educação,Médio,2,Cliente não respondeu após a proposta inicial.,"Conversas fluíram bem, cliente entusiasmado com o produto.",0
OPP_0491,31386.5,20,Analytics,Educação,Grande,1,Cliente satisfeito com o atendimento e condições comerciais.,Cliente não respondeu após a proposta inicial.,0
OPP_0492,14591.68,37,Infraestrutura,Varejo,Pequeno,3,Cliente não respondeu após a proposta inicial.,"Conversas fluíram bem, cliente entusiasmado com o produto.",0
OPP_0493,10217.94,4,ERP,Varejo,Grande,4,Não houve retorno após múltiplos contatos.,Não houve retorno após múltiplos contatos.,0
OPP_0494,23721.22,20,Infraestrutura,Serviços,Pequeno,8,Não houve retorno após múltiplos contatos.,Cliente não respondeu após a proposta inicial.,0
OPP_0495,18314.26,60,CRM,Varejo,Pequeno,6,Cliente satisfeito com o atendimento e condições comerciais.,"Conversas fluíram bem, cliente entusiasmado com o produto.",0
OPP_0496,29599.15,24,Analytics,Serviços,Pequeno,2,"Conversas fluíram bem, cliente entusiasmado com o produto.","Conversas fluíram bem, cliente entusiasmado com o produto.",0
OPP_0497,4809.0,50,ERP,Saúde,Médio,9,Cliente não respondeu após a proposta inicial.,Cliente considerou o preço alto e desistiu.,0
OPP_0498,48745.35,49,Analytics,Educação,Médio,2,"Conversas fluíram bem, cliente entusiasmado com o produto.","Após a demonstração, o cliente confirmou intenção de compra.",1
OPP_0499,49324.33,51,ERP,Varejo,Pequeno,5,Cliente satisfeito com o atendimento e condições comerciais.,Não houve retorno após múltiplos contatos.,0
OPP_0500,35209.92,36,CRM,Educação,Pequeno,4,"Conversas fluíram bem, cliente entusiasmado com o produto.","Conversas fluíram bem, cliente entusiasmado com o produto.",0
OPP_0501,27268.72,66,Analytics,Educação,Médio,7,Cliente mencionou optar por concorrente.,Não houve retorno após múltiplos contatos.,0
OPP_0502,16166.85,79,Infraestrutura,Educação,Grande,8,Cliente considerou o preço alto e desistiu.,Não houve retorno após múltiplos contatos.,0
OPP_0503,40875.96,34,ERP,Saúde,Pequeno,5,Não houve retorno após múltiplos contatos.,Cliente demonstrou interesse e pediu proposta detalhada.,1
OPP_0504,34551.83,36,Analytics,Indústria,Grande,5,Cliente demonstrou interesse e pediu proposta detalhada.,Cliente considerou o preço alto e desistiu.,0
OPP_0505,8968.23,6,Infraestrutura,Varejo,Médio,2,Cliente mencionou optar por concorrente.,"Após a demonstração, o cliente confirmou intenção de compra.",1
OPP_0506,45635.43,39,Analytics,Indústria,Pequeno,8,Cliente satisfeito com o atendimento e condições comerciais.,Cliente mencionou optar por concorrente.,0
OPP_0507,41304.32,42,Analytics,Indústria,Grande,2,"Conversas fluíram bem, cliente entusiasmado com o produto.","Após a demonstração, o cliente confirmou intenção de compra.",1
OPP_0508,47540.2,58,Analytics,Indústria,Grande,6,Não houve retorno após múltiplos contatos.,"Após a demonstração, o cliente confirmou intenção de compra.",1
OPP_0509,36560.26,12,ERP,Educação,Grande,8,Cliente demonstrou interesse e pediu proposta detalhada.,Cliente demonstrou interesse e pediu proposta detalhada.,1
OPP_0510,31057.34,3,Infraestrutura,Serviços,Médio,6,Cliente demonstrou interesse e pediu proposta detalhada.,Não houve retorno após múltiplos contatos.,0
OPP_0511,21493.91,18,CRM,Educação,Médio,4,Cliente mencionou optar por concorrente.,Cliente mencionou optar por concorrente.,0
OPP_0512,46703.7,40,ERP,Educação,Grande,4,Cliente mencionou optar por concorrente.,Cliente demonstrou interesse e pediu proposta detalhada.,1
OPP_0513,43437.13,21,ERP,Indústria,Grande,6,"Após a demonstração, o cliente confirmou intenção de compra.",Cliente não respondeu após a proposta inicial.,0
OPP_0514,3215.71,15,ERP,Educação,Médio,4,Cliente não respondeu após a proposta inicial.,Cliente mencionou optar por concorrente.,0
OPP_0515,2291.98,26,CRM,Indústria,Grande,8,Cliente demonstrou interesse e pediu proposta detalhada.,"Após a demonstração, o cliente confirmou intenção de compra.",1
OPP_0516,19446.7,8,Infraestrutura,Serviços,Grande,9,Cliente considerou o preço alto e desistiu.,Cliente satisfeito com o atendimento e condições comerciais.,1
OPP_0517,40717.11,87,Infraestrutura,Varejo,Médio,1,Cliente satisfeito com o atendimento e condições comerciais.,Cliente considerou o preço alto e desistiu.,0
OPP_0518,49376.53,42,Infraestrutura,Indústria,Grande,4,Não houve retorno após múltiplos contatos.,Cliente satisfeito com o atendimento e condições comerciais.,1
OPP_0519,8370.43,44,Analytics,Serviços,Grande,4,Cliente mencionou optar por concorrente.,Cliente mencionou optar por concorrente.,0
OPP_0520,30112.41,14,Analytics,Varejo,Grande,2,Cliente satisfeito com o atendimento e condições comerciais.,Cliente satisfeito com o atendimento e condições comerciais.,1
OPP_0521,19663.65,78,Analytics,Saúde,Médio,6,"Após a demonstração, o cliente confirmou intenção de compra.",Cliente satisfeito com o atendimento e condições comerciais.,1
OPP_0522,48525.81,2,CRM,Indústria,Grande,3,Cliente considerou o preço alto e desistiu.,Cliente considerou o preço alto e desistiu.,0
OPP_0523,42263.83,37,Analytics,Indústria,Médio,7,Não houve retorno após múltiplos contatos.,Não houve retorno após múltiplos contatos.,0
OPP_0524,42078.11,69,CRM,Saúde,Médio,5,Cliente demonstrou interesse e pediu proposta detalhada.,"Após a demonstração, o cliente confirmou intenção de compra.",1
OPP_0525,23965.96,38,Infraestrutura,Saúde,Pequeno,4,"Conversas fluíram bem, cliente entusiasmado com o produto.",Cliente não respondeu após a proposta inicial.,0
OPP_0526,21326.16,41,Analytics,Indústria,Pequeno,5,Cliente demonstrou interesse e pediu proposta detalhada.,"Conversas fluíram bem, cliente entusiasmado com o produto.",0
OPP_0527,14396.95,62,Analytics,Saúde,Grande,8,Cliente demonstrou interesse e pediu proposta detalhada.,"Conversas fluíram bem, cliente entusiasmado com o produto.",0
OPP_0528,3762.4,60,ERP,Educação,Médio,3,Cliente demonstrou interesse e pediu proposta detalhada.,Cliente considerou o preço alto e desistiu.,0
OPP_0529,43371.4,14,CRM,Varejo,Pequeno,7,"Conversas fluíram bem, cliente entusiasmado com o produto.",Cliente não respondeu após a proposta inicial.,0
OPP_0530,40832.15,89,Infraestrutura,Varejo,Grande,6,Não houve retorno após múltiplos contatos.,Cliente considerou o preço alto e desistiu.,0
OPP_0531,49986.17,84,ERP,Varejo,Pequeno,1,Cliente considerou o preço alto e desistiu.,"Após a demonstração, o cliente confirmou intenção de compra.",1
OPP_0532,49835.21,2,ERP,Educação,Pequeno,7,Não houve retorno após múltiplos contatos.,Cliente demonstrou interesse e pediu proposta detalhada.,1
OPP_0533,28216.15,70,Infraestrutura,Saúde,Médio,7,"Após a demonstração, o cliente confirmou intenção de compra.","Conversas fluíram bem, cliente entusiasmado com o produto.",0
OPP_0534,38680.38,17,ERP,Serviços,Médio,1,Não houve retorno após múltiplos contatos.,Cliente demonstrou interesse e pediu proposta detalhada.,1
OPP_0535,47293.52,89,CRM,Saúde,Pequeno,9,Não houve retorno após múltiplos contatos.,Cliente mencionou optar por concorrente.,0
OPP_0536,42632.72,28,CRM,Indústria,Pequeno,6,Cliente mencionou optar por concorrente.,Cliente satisfeito com o atendimento e condições comerciais.,1
OPP_0537,13120.06,66,Analytics,Varejo,Médio,2,Cliente demonstrou interesse e pediu proposta detalhada.,Cliente satisfeito com o atendimento e condições comerciais.,1
OPP_0538,23076.66,35,ERP,Saúde,Grande,5,Cliente considerou o preço alto e desistiu.,"Após a demonstração, o cliente confirmou intenção de compra.",1
OPP_0539,7328.81,5,Analytics,Serviços,Médio,4,Cliente não respondeu após a proposta inicial.,"Após a demonstração, o cliente confirmou intenção de compra.",1
OPP_0540,47748.5,65,ERP,Indústria,Pequeno,7,"Após a demonstração, o cliente confirmou intenção de compra.","Conversas fluíram bem, cliente entusiasmado com o produto.",0
OPP_0541,30702.56,40,CRM,Educação,Grande,8,"Após a demonstração, o cliente confirmou intenção de compra.","Após a demonstração, o cliente confirmou intenção de compra.",1
OPP_0542,12203.5,76,CRM,Educação,Pequeno,1,Cliente satisfeito com o atendimento e condições comerciais.,"Conversas fluíram bem, cliente entusiasmado com o produto.",0
OPP_0543,33913.33,56,CRM,Serviços,Grande,5,Cliente não respondeu após a proposta inicial.,"Conversas fluíram bem, cliente entusiasmado com o produto.",0
OPP_0544,31288.28,36,ERP,Indústria,Pequeno,3,Cliente demonstrou interesse e pediu proposta detalhada.,Não houve retorno após múltiplos contatos.,0
OPP_0545,18549.97,45,CRM,Varejo,Grande,1,Cliente mencionou optar por concorrente.,Cliente demonstrou interesse e pediu proposta detalhada.,1
OPP_0546,6564.32,23,ERP,Saúde,Grande,3,Cliente considerou o preço alto e desistiu.,"Conversas fluíram bem, cliente entusiasmado com o produto.",0
OPP_0547,33907.09,47,Analytics,Indústria,Pequeno,6,"Após a demonstração, o cliente confirmou intenção de compra.",Não houve retorno após múltiplos contatos.,0
